,Cumulative_shifted,Correct_start,Correct_stop,Episode_order,Season,Episode,Start_formatted,Stop_formatted,Speaker,Actual,
183,108188,630.091562500005,631.559687500019,101,1,1,0 days 00:10:30.091563,0 days 00:10:31.559688,6,,
184,108188,638.309687500019,639.997187500019,101,1,1,0 days 00:10:38.309688,0 days 00:10:39.997188,22,,
185,108188,639.997187500019,640.435937500006,101,1,1,0 days 00:10:39.997188,0 days 00:10:40.435938,9,,
186,108188,640.435937500006,641.853437500016,101,1,1,0 days 00:10:40.435938,0 days 00:10:41.853438,22,,
187,108188,643.355312500018,644.435312500005,101,1,1,0 days 00:10:43.355313,0 days 00:10:44.435313,22,,
188,108188,644.435312500005,645.869687500017,101,1,1,0 days 00:10:44.435313,0 days 00:10:45.869688,5,,
189,108188,646.089062500017,646.629062499997,101,1,1,0 days 00:10:46.089063,0 days 00:10:46.629062,2,,
190,108188,646.629062499997,647.050937499997,101,1,1,0 days 00:10:46.629062,0 days 00:10:47.050937,22,,
191,108188,647.506562499999,650.459687499999,101,1,1,0 days 00:10:47.506562,0 days 00:10:50.459687,2,,
192,108188,656.619062500016,657.209687499999,101,1,1,0 days 00:10:56.619063,0 days 00:10:57.209687,5,,
193,108188,658.289687500015,658.947812500017,101,1,1,0 days 00:10:58.289688,0 days 00:10:58.947813,5,,
194,108188,658.947812500017,659.352812500016,101,1,1,0 days 00:10:58.947813,0 days 00:10:59.352813,22,,
195,108188,661.225937499999,662.592812500006,101,1,1,0 days 00:11:01.225937,0 days 00:11:02.592813,22,,
196,108188,663.031562499993,665.124062500006,101,1,1,0 days 00:11:03.031562,0 days 00:11:05.124063,22,,
197,108188,665.124062500006,666.9296875,101,1,1,0 days 00:11:05.124063,0 days 00:11:06.929688,5,,
198,108188,667.824062500018,670.524062500015,101,1,1,0 days 00:11:07.824063,0 days 00:11:10.524063,5,,
199,108188,670.524062500015,670.996562500019,101,1,1,0 days 00:11:10.524063,0 days 00:11:10.996563,1,,
200,108188,671.452187500006,672.8359375,101,1,1,0 days 00:11:11.452188,0 days 00:11:12.835938,1,,
201,108188,673.544687500005,674.439062499994,101,1,1,0 days 00:11:13.544688,0 days 00:11:14.439062,1,,
202,108188,674.439062499994,678.505937499998,101,1,1,0 days 00:11:14.439062,0 days 00:11:18.505937,5,,
203,108188,678.556562500016,678.995312500017,101,1,1,0 days 00:11:18.556563,0 days 00:11:18.995313,5,,
